pandemic,pandemic	0.0036345392705836588	8
quarantine,quarantine	0.0015064701617503173	6
vaccine,vaccine	0.0004749699352245562	6
vaccinated,vaccinated	0.002073077645882382	7
lockdown,lockdown	0.009154622162541481	8
moots,moots	0.001124356146292027	8
vanishes,vanishes	0.004170836714990189	7
corona,corona	0.0028686675744910017	7
distancing,distancing	0.00130256354396463	5
vaccination,vaccination	0.0004453358050705569	6
virus,virus	0.0010390468758484372	6
airdrop,airdrop	0.0009068965430221176	6
yacht,yacht	0.0048321832858018166	8
masks,masks	0.0007256327271882856	7
ukraine,ukraine	0.0027844004490433782	5
vaccines,vaccines	0.0011100153435161797	5
dynamite,dynamite	0.0029055516645628554	7
mandates,mandates	0.0011030331768353552	5
ukrainian,ukrainian	0.0009172849186886989	6
doge,doge	0.0016383067324511336	6
staking,staking	0.0011783539900942497	7
bodybuilding,bodybuilding	0.0011048946959264505	5
manifesting,manifesting	0.0016187861963286032	7
stimulus,stimulus	0.0012291330834657277	8
liquidity,liquidity	0.0012350864788031046	6
epstein,epstein	0.000992624783065832	6
cdc,cdc	0.001700385050504405	7
cummings,cummings	0.0017553480316383485	6
rioters,rioters	0.0015726329349181611	8
capitol,capitol	0.000842860754401098	8
pronouns,pronouns	0.00012804279301759092	5
closeness,closeness	0.00021445100180239596	4
blinks,blinks	0.004404333934764915	8
obi,obi	0.0016658806286751204	6
mask,mask	0.004064526770906629	7
caters,caters	0.0013551256421595603	5
burrow,burrow	0.00249898001445914	8
inflation,inflation	0.0013055257552767596	7
taliban,taliban	0.0006836258580535937	7
ethiopia,ethiopia	0.00043861666304589875	6
misinformation,misinformation	0.00020800564946577005	5
socials,socials	0.0012010242292942452	6
bullish,bullish	0.0015985270150357112	5
cyberpunk,cyberpunk	0.0025086538707389527	7
vaccinations,vaccinations	0.000500546635459953	8
disinformation,disinformation	0.0005683195596256629	8
lifestyles,lifestyles	0.000857535467805981	6
boomer,boomer	0.003574047974891803	5
infections,infections	0.00023588797079499013	6
musk,musk	0.002289968547364074	6
pinks,pinks	0.00011292373067595118	5
in-person,in-person	0.0009788517512514527	6
scheduled,scheduled	0.000574019014654481	5
zoom,zoom	0.0003732182008278073	5
infected,infected	0.003749033133749191	8
protocols,protocols	0.0019086971707867884	8
ethiopian,ethiopian	0.001463645105046929	7
reopening,reopening	0.002819588600557088	7
ballots,ballots	0.00025080633113072626	4
fetishes,fetishes	0.0002097675288427192	5
mdma,mdma	0.0008549725702873268	7
minimums,minimums	0.0014475273114747944	6
scammers,scammers	0.0018042567228055972	7
crt,crt	0.0006315263510904279	6
vaccinate,vaccinate	0.0017926840150753742	7
jab,jab	0.001727329364659802	6
sars,sars	0.0013522226349914623	8
viruses,viruses	0.0009294999112360314	7
masking,masking	0.004280643671971229	8
telegram,telegram	0.0015425507780952863	5
whistleblower,whistleblower	0.0018265174511976623	7
greenwood,greenwood	0.0016776390921141582	8
outbreak,outbreak	0.0015294773463095934	5
mouthful,mouthful	0.0010964074886155029	7
precautions,precautions	0.002170840269762664	7
nato,nato	0.0008154601495073965	6
azerbaijan,azerbaijan	0.0019727236018806105	8
wholesome,wholesome	0.0013396202338828989	7
immunity,immunity	0.0014207469577467435	7
tracing,tracing	0.0011799678160611116	6
folklore,folklore	0.001708725686930701	5
arson,arson	0.00197324688896372	7
boomers,boomers	0.0007873696679732145	5
deaths,deaths	0.00046405027449758496	4
icu,icu	0.0013314429667641292	7
impeachment,impeachment	0.0005916762277113907	7
rioting,rioting	0.001018125194616526	7
normalize,normalize	0.0009530476019705691	6
shortages,shortages	0.00154930631432737	8
hoax,hoax	0.0018787431476710026	6
token,token	0.0009728684734136017	5
ghosted,ghosted	0.0012182335661250487	8
sedition,sedition	0.0003783623755376775	6
moderators,moderators	1.6095861485987406e-05	4
respiratory,respiratory	0.0005097734202821336	7
polygon,polygon	0.0031489183853026237	6
holders,holders	0.0030408291413704935	7
verified,verified	0.0003714894375751454	5
infectious,infectious	0.0017143351799977502	6
grifter,grifter	0.00010203697068789097	4
lh,lh	0.003270470020139138	7
prod,prod	0.000560879893127475	5
serotonin,serotonin	0.0008811093636289513	7
billionaires,billionaires	5.3429555791906225e-05	5
ecosystem,ecosystem	0.00046372101241975994	6
apes,apes	0.0022257115343684575	7
trauma,trauma	0.0005962829564316596	6
tesla,tesla	0.0014849709223190288	6
performed,performed	0.0005763123092454858	4
riots,riots	0.0014689585875048428	6
distanced,distanced	0.001573925500699458	6
concerns,concerns	0.00018074558715730493	6
clout,clout	0.00317481434624034	7
atp,atp	0.0006538103100151016	7
decentralized,decentralized	0.0006503088440811267	6
hancock,hancock	0.00169794163850856	6
jabs,jabs	0.005032415628401732	8
symptoms,symptoms	0.0004439082071460154	7
roe,roe	0.001149888630291529	6
sus,sus	0.0009137418538494035	6
ada,ada	0.0012859276286264487	8
systemic,systemic	0.0006224895254868246	5
discord,discord	0.000659563145633868	5
generational,generational	0.0013639817684272248	7
transcribe,transcribe	0.00017925641670357706	4
shiv,shiv	0.001714225256949864	7
bod,bod	0.004305154490001795	8
horny,horny	0.0004534203378609991	5
minted,minted	0.0023085076768112334	7
booster,booster	0.0048954103207096145	8
attractions,attractions	0.0008567560741837843	5
herbert,herbert	0.003483269956337298	8
hag,hag	0.002200425443097398	6
infection,infection	0.00017194372488515963	5
sol,sol	0.00513409485516747	7
reels,reels	0.007101853325487406	8
resin,resin	0.0004254390823433818	6
navigator,navigator	0.001086976772138537	6
afghanistan,afghanistan	0.0022056255081214227	5
caribbean,caribbean	0.0018456642834523418	5
truckers,truckers	0.0017668745045680279	7
discography,discography	0.0027484137307893786	5
dividend,dividend	0.0007167822885834063	6
restrictions,restrictions	0.0031582424401177533	5
stallion,stallion	0.0030394651656482363	7
unprovoked,unprovoked	0.0007202765541427514	7
virtual,virtual	0.0018662953997572451	6
grifters,grifters	0.0006465751914032092	6
ape,ape	0.004732524713878528	7
isolate,isolate	0.0014498488784677743	5
hospitals,hospitals	0.0007441739699438621	5
investors,investors	0.00032892703759546116	6
gatherings,gatherings	0.0025995883284962717	7
moot,moot	0.009330057427384353	6
creators,creators	0.001423867336541429	5
filibuster,filibuster	0.00034673844205879156	6
trending,trending	0.0012743571093495332	5
fryer,fryer	0.0006342149556366472	7
euphoria,euphoria	0.0010552828936616354	5
