covert,covert	0.0014257976398455163	8
ane,ane	0.002860016241976071	8
wayside,wayside	0.0027132114245089767	7
destruct,destruct	0.0057569224858151635	7
imperialism,imperialism	0.0001475538646822372	4
infringe,infringe	0.0008320236672103576	5
finalist,finalist	0.0009106206181266341	7
tongues,tongues	0.001189339640060294	6
confidant,confidant	0.0018559883979408776	7
overuse,overuse	0.0016057511948208703	7
reducing,reducing	0.0008425503287605718	6
pearls,pearls	0.005867293966563714	8
terminals,terminals	0.0008269386774348852	6
mavericks,mavericks	0.0002107990152833139	6
typos,typos	0.0004579131901523148	5
crosses,crosses	0.004490802382466574	7
computing,computing	0.0005759093692719874	7
sweatshirts,sweatshirts	0.0002031336794019456	5
goofball,goofball	0.0010809679911439884	6
breakdown,breakdown	0.002118762256428486	5
mysterious,mysterious	0.002250727749919079	8
staircase,staircase	0.0008339792837671611	6
tampons,tampons	0.0011321166491384815	6
duke,duke	0.002267708708793781	7
coaster,coaster	0.001969816095742316	5
promising,promising	0.006878745257424823	7
comrade,comrade	0.005643347372076168	6
lotto,lotto	0.002454203430886981	5
allure,allure	0.0011206709142135285	7
receiving,receiving	0.0015958118931308496	4
benedict,benedict	0.004092361756770302	7
lebanon,lebanon	0.0007852218142655465	7
beautiful,beautiful	0.0003272161954869235	5
hampshire,hampshire	0.0011959204305459492	7
excludes,excludes	0.004767702410054975	7
english,english	0.00034730648233294303	6
cram,cram	0.0016284275112724567	7
outer,outer	0.0027061365166727303	7
marked,marked	0.0037029542662436743	5
honk,honk	0.0026330047807362478	7
nature,nature	0.0033869749543847805	7
relates,relates	0.0005235848726857784	5
boyfriends,boyfriends	0.0008344564984593683	6
reversed,reversed	0.009914492473013348	7
charade,charade	0.0010973833662012433	6
boss,boss	0.0006893047350368109	4
junkies,junkies	0.0020890011715477552	7
grapes,grapes	0.0006184454892073088	7
laundry,laundry	0.0009240672896357882	5
insidious,insidious	0.003104015890976086	7
yahweh,yahweh	0.0007003285485072119	8
artwork,artwork	0.0032326766863192136	6
ambassador,ambassador	0.003974746681758123	8
mr.,mr.	0.0046987005262665305	8
staffers,staffers	0.0020824321684248526	7
instill,instill	0.0003340104559670376	6
remote,remote	0.0044494640193569746	8
open-source,open-source	0.00038457952900183834	6
attribution,attribution	0.0011619710728441035	6
enthusiastic,enthusiastic	0.0021736254028794644	6
effecting,effecting	0.0012756567649417905	6
flirted,flirted	0.0005873891515272289	5
alps,alps	0.004738850864260624	8
statutory,statutory	0.0008571004562801798	6
blisters,blisters	0.0009537733563024231	5
travesty,travesty	0.003352875515066689	8
yrs,yrs	0.0002659258353958638	5
bran,bran	0.0010113207056191564	6
awakens,awakens	0.0011133159310852125	5
armys,armys	0.0013254685466120852	5
golf,golf	0.003735068614660997	6
economical,economical	0.0014165161428244533	8
friday,friday	0.00010273460227061548	5
bb,bb	0.0033040134004214128	5
quarter,quarter	0.00025124474245219464	5
loosing,loosing	0.003032635135803541	5
eerily,eerily	0.002538664323508799	6
arcane,arcane	0.00085883123986219	7
flattened,flattened	0.0011172127835723522	7
twitters,twitters	0.001280575152854846	6
ringer,ringer	0.003734676063921305	7
viewed,viewed	0.0019465070106053917	6
unfavorable,unfavorable	0.0022195829193782934	8
recruiters,recruiters	0.0020321982127122773	7
heartache,heartache	0.0007402815836684562	5
prolific,prolific	0.0023264965203144694	7
reappear,reappear	0.001402340990102724	6
cactus,cactus	0.0017011250017744395	7
sailors,sailors	0.000861095841050763	7
cocktail,cocktail	0.001798060846067373	7
steal,steal	0.0013562284979941053	5
currency,currency	0.001446929768340599	7
overtaken,overtaken	0.0019181154745612217	6
gobsmacked,gobsmacked	0.0019770297131177506	6
sacrifices,sacrifices	0.0009599699435727249	5
elf,elf	0.005845840403096214	7
strapped,strapped	0.0019675998721409016	7
sloppy,sloppy	0.008690556782966707	8
lads,lads	0.0007285628492801344	5
turkeys,turkeys	0.003245816754072095	7
tracking,tracking	0.0018795437377349122	6
redirected,redirected	0.000484219663877572	6
settlers,settlers	0.002238125874836183	8
tethered,tethered	0.0024827033524673636	8
admiration,admiration	0.00108592586357803	6
sharpie,sharpie	0.000812492107346241	7
easiest,easiest	0.00017824104560537624	4
tiles,tiles	0.0023564599410839104	7
shipped,shipped	0.0004854123597746174	6
tweeting,tweeting	0.0008126385156222993	6
taller,taller	0.0006781183748973962	6
raves,raves	0.003908064450928728	8
settings,settings	8.893783470265149e-05	4
lat,lat	0.00610364148275544	8
shocked,shocked	0.0008483832391373847	6
weaker,weaker	0.0016173379015466116	6
beings,beings	0.001082281690210296	5
squirting,squirting	0.0006223228135576742	6
bolivia,bolivia	0.0001434069334392829	5
outcome,outcome	0.0028135392442081297	6
hear,hear	0.0008070825658942349	4
predator,predator	0.003087602416577351	5
requirements,requirements	0.0008088881398851111	6
traitorous,traitorous	0.0005506325019059011	6
mississippi,mississippi	0.0004556658220155052	6
mgs,mgs	0.00041681331871723515	5
metric,metric	0.0032563089105367427	7
jug,jug	0.0010114472647101413	6
position,position	0.0009162849711080723	4
circles,circles	0.006842718204743026	6
wag,wag	0.0006646939494516779	7
guardians,guardians	0.002866563954946777	8
pokes,pokes	0.0025482545568165094	8
teared,teared	0.0025077102691292152	6
needlessly,needlessly	0.0028275495135110518	7
decaf,decaf	0.0003615850796783171	6
whipped,whipped	0.001780544045914878	7
sesame,sesame	0.00036322920078291077	8
clashes,clashes	0.0018332592387791946	6
peter,peter	0.005124988247403595	7
barber,barber	0.001127539960708468	6
troubling,troubling	0.002745291443244202	8
studs,studs	0.0034024702854615896	7
stylist,stylist	0.0017857959617736396	6
profit,profit	0.00016814414034393987	4
shocker,shocker	0.006906014926612691	8
tesla,tesla	0.0014849709223190288	6
encoding,encoding	0.001674590081787719	7
exported,exported	0.0019257804940351342	8
passionately,passionately	0.006682295891686008	7
accusing,accusing	0.0013875009128400118	6
smells,smells	5.025607646169661e-05	4
commotion,commotion	0.006837250186906285	8
process,process	0.0016404426912326464	5
furnace,furnace	0.0015886435801063525	8
lorry,lorry	0.0013071920361807932	6
constantine,constantine	0.0011388200032891316	7
dawned,dawned	0.0022099205805796718	5
historical,historical	0.0029656679966334476	7
soundtracks,soundtracks	0.0002642254945407485	5
e-mails,e-mails	0.0016952310283654404	5
inventive,inventive	0.00404890232757793	8
trough,trough	0.0048056849660989	6
induction,induction	0.0009800959948480514	7
recess,recess	0.004396053153195245	7
dyer,dyer	0.0020500376282373	7
firearm,firearm	0.00047915215442206893	5
windows,windows	0.00022815780273244268	6
reptilian,reptilian	0.004799629494762314	8
vectors,vectors	0.0006926837149014986	7
matched,matched	0.0003058097001955584	4
estimated,estimated	0.000715687848597546	7
formulas,formulas	0.0004322050830921631	6
swallow,swallow	0.003209961089072677	6
appease,appease	0.001244330206669586	6
mourning,mourning	0.002171265410241152	6
weirder,weirder	0.0008050686441615218	5
mathematical,mathematical	0.0002858224651842711	5
fiscal,fiscal	0.0006093996441888239	5
bling,bling	0.0058410709092906465	8
player,player	0.0006176806329952766	6
buss,buss	0.0005087449759185736	6
cardiff,cardiff	0.0007520176894728614	5
kms,kms	0.0015027706598271795	6
representations,representations	0.0006025932944148105	7
lifesaver,lifesaver	0.001026076391081987	6
dubbed,dubbed	0.007095313018255722	7
dill,dill	0.0002281499948022514	5
toes,toes	0.0006337937653693171	5
stallion,stallion	0.0030394651656482363	7
riffs,riffs	0.0009764890273051829	5
silky,silky	0.0006584859674804155	7
tv,tv	0.0018320086331690133	6
merging,merging	0.0027250786471673116	7
ripping,ripping	0.002257981079457405	5
zodiac,zodiac	0.0012663212148318337	5
deeds,deeds	0.0009331127621093893	5
vendetta,vendetta	0.004491653529227091	7
sinks,sinks	0.0019266400072264211	7
wolves,wolves	0.00208228922869913	6
grins,grins	0.00039822680364420826	6
boasts,boasts	0.003512798853294141	8
tread,tread	0.0022972660590976357	7
slimmer,slimmer	0.002841176889893604	7
current,current	0.0009185681988630456	5
statement,statement	0.0008255646557933094	5
acknowledged,acknowledged	0.0065708738116171395	7
cleansed,cleansed	0.0027939938124608155	7
morning,morning	0.00020457728119038787	5
fossils,fossils	0.0020295749617864622	6
hypocrite,hypocrite	0.0008350276741282414	6
considerate,considerate	0.001379710525964306	5
driven,driven	0.004383084248222535	6
its,its	0.0001564397812547913	4
accessing,accessing	0.0006146847415940959	5
bone,bone	0.0021413419365029496	7
prohibits,prohibits	0.0014420297447697017	6
prohibition,prohibition	0.001372507743638507	8
romance,romance	0.0012835385985184855	6
disaster,disaster	0.0029948310879163165	6
brought,brought	0.00020149312603845448	4
averaging,averaging	0.001332352246021351	6
disappoint,disappoint	0.005268684237309529	6
realise,realise	0.0019359057238692579	5
children,children	0.0008912971430801164	6
begins,begins	0.0013485490456988103	6
cervix,cervix	0.0005064695945259379	6
victoria,victoria	0.0008970797804388475	6
nog,nog	0.00017914613054270667	6
seeding,seeding	0.002456021634107408	8
farming,farming	0.0015310741829253072	6
schooling,schooling	0.004412693980269999	8
lion,lion	0.0034124351628709304	7
militia,militia	0.0003599834549233849	5
charter,charter	0.00031558763607508755	6
uptight,uptight	0.0011041953117796321	7
spades,spades	0.017302412725388128	8
sb,sb	0.0014632604363362667	6
jarring,jarring	0.002016060908505257	7
embody,embody	0.0007400290312304936	6
weiss,weiss	0.004135908504166785	7
modification,modification	0.0025608443173933404	8
occult,occult	0.002690594265462143	7
sapiens,sapiens	0.0016870639003309096	7
gladiator,gladiator	0.0028361753757187858	8
