sarcastic,sarcastic	0.2979166419185594
wyatt,wyatt	0.4476621389023474
belated,belated	0.28995530632050304
stemmed,stemmed	0.4856310574859435
hyperbolic,hyperbolic	0.4553983839953155
funded,funded	0.29398256297299963
infant,infant	0.3312371595076824
scooping,scooping	0.4847576242535542
cutting,cutting	0.23531249455892433
temporarily,temporarily	0.4483613313848047
macarthur,macarthur	0.46526853915465916
outlandish,outlandish	0.4248998285955189
shard,shard	0.4111849865221646
blinding,blinding	0.40456710069211366
harding,harding	0.4872818150002367
employee,employee	0.28267705875769045
callback,callback	0.40518427961682457
bags,bags	0.26417574112446907
general,general	0.27311335508234846
mitigation,mitigation	0.4351666063412115
machine,machine	0.29701818553566717
basking,basking	0.3948822681432087
outback,outback	0.5394989251110169
guard,guard	0.2870011391874878
drummer,drummer	0.33843842972556804
fumbling,fumbling	0.5461580400317947
clubbing,clubbing	0.4292536961239245
enthusiastic,enthusiastic	0.4278057414945673
posing,posing	0.334014404404984
kosovo,kosovo	0.3327448772004673
fashioned,fashioned	0.2714233047683968
peep,peep	0.47224448868033986
spill,spill	0.44106361881934797
junk,junk	0.3426494705721368
optimum,optimum	0.39062909916926736
canoe,canoe	0.63162141284388
icing,icing	0.3582877183424483
customer,customer	0.14053241615797984
chomsky,chomsky	0.46305509341076756
suburbs,suburbs	0.3049966070031248
sculpt,sculpt	0.5847771761103622
skits,skits	0.4293711469859025
daughter,daughter	0.19790655041757532
magnesium,magnesium	0.2163640637201376
lena,lena	0.45748229731159384
creeper,creeper	0.5552183560412365
value,value	0.19414644656810387
letting,letting	0.20765269560663224
surface,surface	0.29868541509997404
faulty,faulty	0.3386879542153074
discretionary,discretionary	0.2935605209177765
havens,havens	0.27063964897858117
lightening,lightening	0.4263877412810868
grandstanding,grandstanding	0.3695060129190013
lockdown,lockdown	0.9593569962922666
constraint,constraint	0.42586327017275816
karachi,karachi	0.38318979182949897
migrate,migrate	0.35764655977470206
racers,racers	0.5098772225019579
ombudsman,ombudsman	0.32162728035347754
delay,delay	0.2669005475687948
reduces,reduces	0.24936340764054254
aching,aching	0.235981865704449
dental,dental	0.2580599353767049
halt,halt	0.32706311294455215
cause,cause	0.15738094315637086
confirmed,confirmed	0.267112036571197
caloric,caloric	0.238084633807498
wiz,wiz	0.48013351354806655
pipelines,pipelines	0.364561071374937
enthusiasm,enthusiasm	0.38524886306923944
six,six	0.2842902104598054
jock,jock	0.48159019644206325
resemble,resemble	0.3918208253495117
presence,presence	0.2968420900329577
dared,dared	0.4135900737552608
bran,bran	0.44396361119905137
dress,dress	0.20349189278624658
alternatively,alternatively	0.4994865914758533
befitting,befitting	0.47553376863361474
ala,ala	0.5790827149568082
flak,flak	0.4484444016749831
lobbyist,lobbyist	0.33926738600052053
goliath,goliath	0.4691002466027062
donkeys,donkeys	0.5411791241614835
democracy,democracy	0.1914818086099639
buttons,buttons	0.28057466526727903
threats,threats	0.30586348061000534
throbbing,throbbing	0.23583219008614997
habit,habit	0.25392142671725093
dazzle,dazzle	0.6340030948107809
conceived,conceived	0.36957026832200435
fetishes,fetishes	0.5903474317273181
cabinets,cabinets	0.3108553092161196
blasts,blasts	0.3890934545706939
sessions,sessions	0.3687563668759083
confessions,confessions	0.5749488515404045
unanimous,unanimous	0.30917196669377345
kills,kills	0.21244199682928977
turks,turks	0.39542271341458524
r,r	0.15667254206221004
scarier,scarier	0.35703816951538914
reflux,reflux	0.23266384381005167
patch,patch	0.29395588991627253
satisfied,satisfied	0.31425191383321593
shake,shake	0.36356330628632116
pew,pew	0.5473617485488464
right-wing,right-wing	0.31267892628324423
built-in,built-in	0.30947408931652565
caption,caption	0.33348733948151466
enables,enables	0.31019020955868226
wight,wight	0.5571719893943724
cupboards,cupboards	0.33510022886777424
errands,errands	0.23744970311340663
lagged,lagged	0.4927243590617493
proton,proton	0.5089372589461648
integrated,integrated	0.34998234074633994
victims,victims	0.2876954646560038
courtyard,courtyard	0.2961600675316409
belts,belts	0.33723585631956465
humorous,humorous	0.4504725929721226
amir,amir	0.5215425984178462
ousted,ousted	0.3507324030977549
wonder,wonder	0.15569864146988244
tarzan,tarzan	0.43546217577380986
stifle,stifle	0.37177275358980977
cio,cio	0.3952665432235001
