pandemic,pandemic	0.8980324881409604
quarantine,quarantine	0.8819926498506998
vaccine,vaccine	0.4498398527654101
vaccinated,vaccinated	0.531366642758223
lockdown,lockdown	0.9593569962922666
moots,moots	0.3748796895598228
vanishes,vanishes	0.9502195649811233
corona,corona	0.9756533165577108
distancing,distancing	0.8285092669345102
vaccination,vaccination	0.5432595195847008
virus,virus	0.5183607234200257
airdrop,airdrop	0.5165229224508069
yacht,yacht	0.7157318418885329
masks,masks	0.6032868298462953
ukraine,ukraine	0.3522276928016499
vaccines,vaccines	0.4196086742533058
dynamite,dynamite	0.8706522105080786
mandates,mandates	0.6027038327120792
ukrainian,ukrainian	0.4348460751475883
doge,doge	0.5119428598973684
staking,staking	0.6091522172030392
bodybuilding,bodybuilding	0.6825883436825514
manifesting,manifesting	0.9179885480787912
stimulus,stimulus	0.6258870715240387
liquidity,liquidity	0.4081765384367346
epstein,epstein	0.4444003790839228
cdc,cdc	0.3871446755987751
cummings,cummings	0.6404907001789835
rioters,rioters	0.386371100491741
capitol,capitol	0.5291745854024001
pronouns,pronouns	0.3723717826481565
closeness,closeness	0.9081395158800002
blinks,blinks	0.5612269427335146
obi,obi	0.5489699889181683
mask,mask	0.634892138995711
caters,caters	0.6258672842528531
burrow,burrow	0.8133620087396909
inflation,inflation	0.3116086726253565
taliban,taliban	0.4180445737759537
ethiopia,ethiopia	0.4891354409119258
misinformation,misinformation	0.3243640226352191
socials,socials	0.4043682862138983
bullish,bullish	0.3960914764529671
cyberpunk,cyberpunk	0.4920347180044404
vaccinations,vaccinations	0.5371456248404927
disinformation,disinformation	0.3382921358948776
lifestyles,lifestyles	0.5445285585317753
boomer,boomer	0.5787076938166537
infections,infections	0.3805593696384972
musk,musk	0.5376594814932762
pinks,pinks	0.7234653484242353
in-person,in-person	0.4332461737904934
scheduled,scheduled	0.4701249961350588
zoom,zoom	0.6729709990195372
infected,infected	0.4807941417325154
protocols,protocols	0.4321612851136094
ethiopian,ethiopian	0.6848678866839752
reopening,reopening	0.5761772992140628
ballots,ballots	0.2733579494774845
fetishes,fetishes	0.5903474317273181
mdma,mdma	0.5155133726029998
minimums,minimums	0.4595476017842925
scammers,scammers	0.32793641851039
crt,crt	0.6783463853157846
vaccinate,vaccinate	0.4568811137219262
jab,jab	0.4914253058348444
sars,sars	0.6716219769782633
viruses,viruses	0.4432855314211522
masking,masking	0.778650552922104
telegram,telegram	0.3506956323585715
whistleblower,whistleblower	0.5028577772154499
greenwood,greenwood	0.6040624688443983
outbreak,outbreak	0.4247921800125136
mouthful,mouthful	0.66856187760853
precautions,precautions	0.3347123021690467
nato,nato	0.3044786999515387
azerbaijan,azerbaijan	0.6701190871032146
wholesome,wholesome	0.4654386936611911
immunity,immunity	0.5833522227432129
tracing,tracing	0.726918329990794
folklore,folklore	0.554871901048474
arson,arson	0.6985536346730177
boomers,boomers	0.3990889613699948
deaths,deaths	0.2826384206712666
icu,icu	0.447806265087952
impeachment,impeachment	0.3034709569514646
rioting,rioting	0.4010625865111907
normalize,normalize	0.4788566789873206
shortages,shortages	0.3430389635733391
hoax,hoax	0.3502452874453609
token,token	0.4322329305158695
ghosted,ghosted	0.3993409159811526
sedition,sedition	0.3832064369618775
moderators,moderators	0.1633504904436474
respiratory,respiratory	0.2800886094493324
polygon,polygon	0.7563880155410666
holders,holders	0.4775203082858968
verified,verified	0.4972201193536805
infectious,infectious	0.5209408418047298
grifter,grifter	0.2844060861324885
lh,lh	0.8306585901612236
prod,prod	0.6619846041486679
serotonin,serotonin	0.4363655711576465
billionaires,billionaires	0.3279883167412722
ecosystem,ecosystem	0.2991518082126126
apes,apes	0.699660082666971
trauma,trauma	0.3275450128780219
tesla,tesla	0.3980472430934971
performed,performed	0.1712919664473509
riots,riots	0.3231993395708327
distanced,distanced	0.6904495241598332
concerns,concerns	0.209114708584893
clout,clout	0.4031078896186012
atp,atp	0.7689094332998904
decentralized,decentralized	0.2541038375613677
hancock,hancock	0.8539803690854604
jabs,jabs	0.6927259264747629
symptoms,symptoms	0.1871993337912709
roe,roe	0.4753237634899763
sus,sus	0.4925254008078311
ada,ada	0.5328546913402359
systemic,systemic	0.3093016014927914
discord,discord	0.2751178748962438
generational,generational	0.4499083289076703
transcribe,transcribe	0.256687945707337
shiv,shiv	0.4851591481971462
bod,bod	0.7058956767866666
horny,horny	0.3487481982153312
minted,minted	0.6273794438265028
booster,booster	0.6614659968115992
attractions,attractions	0.6196742216126387
herbert,herbert	0.6360233756677277
hag,hag	0.7159229991587545
infection,infection	0.2949983197259218
sol,sol	0.8038687052992362
reels,reels	0.6758904739043596
resin,resin	0.4600400440524625
navigator,navigator	0.8577187575652768
afghanistan,afghanistan	0.3208385414422976
caribbean,caribbean	0.562711954807037
truckers,truckers	0.5800537018466009
discography,discography	0.3071864492249344
dividend,dividend	0.3935534638678116
restrictions,restrictions	0.3884477425992405
stallion,stallion	0.5179105918311598
unprovoked,unprovoked	0.5476530938532105
virtual,virtual	0.4412495173845101
grifters,grifters	0.3755595686607299
